datetime,system power,pump flow,lube tank pressure,lube gearbox pressure,lube gearbox temperature
2019-11-02 19:32:18,2.527,8.338,9.991,42.897,87.378
2019-11-02 19:32:48,2.528,8.344,9.945,42.708,87.762
2019-11-02 19:33:18,2.53,8.345,9.959,42.845,87.581
2019-11-02 19:33:48,2.53,8.341,9.892,42.893,87.325
2019-11-02 19:34:18,2.532,8.349,9.932,42.773,87.362
2019-11-02 19:34:48,2.528,8.349,9.872,42.743,87.662
2019-11-02 19:35:18,2.524,8.34,9.927,42.777,87.93
2019-11-02 19:35:48,2.523,8.339,9.891,42.866,87.342
2019-11-02 19:36:18,2.521,8.348,9.95,42.685,87.683
2019-11-02 19:36:48,2.518,8.342,9.942,42.801,87.432
2019-11-02 19:37:18,2.509,8.348,9.886,42.852,87.207
2019-11-02 19:37:48,2.501,8.337,9.968,42.639,87.729
2019-11-02 19:38:18,2.513,8.338,9.919,42.817,87.512
2019-11-02 19:38:48,2.529,8.344,9.917,42.843,87.713
2019-11-02 19:39:18,2.543,8.337,9.922,42.842,87.797
2019-11-02 19:39:48,2.562,8.33,9.909,42.907,87.545
2019-11-02 19:40:18,2.583,8.345,9.917,42.837,87.551
2019-11-02 19:40:48,2.602,8.348,9.943,42.789,87.717
2019-11-02 19:41:18,2.622,8.341,9.945,42.856,87.566
2019-11-02 19:41:48,2.639,8.348,9.881,42.795,87.669
2019-11-02 19:42:18,2.656,8.345,9.857,42.915,87.465
2019-11-02 19:42:48,2.657,8.346,9.911,42.878,87.461
2019-11-02 19:43:18,2.642,8.343,9.935,42.796,87.394
2019-11-02 19:43:48,2.628,8.338,9.887,42.78,87.492
2019-11-02 19:44:18,2.616,8.338,9.9,42.822,87.499
2019-11-02 19:44:48,2.604,8.346,9.926,42.84,87.557
2019-11-02 19:45:18,2.595,8.35,9.911,42.874,87.53
2019-11-02 19:45:48,2.004,7.15,9.944,42.902,87.246
2019-11-02 19:46:18,1.219,5.009,9.85,42.744,87.757
2019-11-02 19:46:48,1.023,4.392,9.844,42.893,87.13
2019-11-02 19:47:18,1.014,4.393,9.86,42.673,87.715
2019-11-02 19:47:48,1.01,4.397,9.896,42.731,88.26
2019-11-02 19:48:18,1.021,4.394,9.916,42.833,87.86
2019-11-02 19:48:48,1.086,4.389,9.902,42.808,87.68
2019-11-02 19:49:18,1.108,4.461,9.94,42.879,87.253
2019-11-02 19:49:48,1.503,5.604,9.876,42.701,87.215
2019-11-02 19:50:18,1.782,6.37,9.819,42.771,87.116
2019-11-02 19:50:48,1.817,6.412,9.861,42.692,87.458
2019-11-02 19:51:18,2.2,7.402,9.852,42.882,87.444
2019-11-02 19:51:48,2.433,8.113,9.863,42.815,87.562
2019-11-02 19:52:18,2.61,8.331,9.809,42.902,87.494
2019-11-02 19:52:48,2.664,8.338,9.825,42.914,87.497
2019-11-02 19:53:18,2.661,8.344,9.857,42.793,87.812
2019-11-02 19:53:48,2.655,8.341,9.91,42.887,87.816
2019-11-02 19:54:18,2.648,8.346,9.917,42.938,87.38
2019-11-02 19:54:48,2.643,8.346,9.923,42.885,87.203
2019-11-02 19:55:18,2.641,8.347,9.908,42.76,87.175
2019-11-02 19:55:48,2.642,8.341,9.928,42.686,87.514
2019-11-02 19:56:18,2.645,8.343,9.92,42.762,87.563
2019-11-02 19:56:48,2.649,8.341,9.924,42.935,87.204
2019-11-02 19:57:18,2.648,8.344,9.921,42.734,87.508
2019-11-02 19:57:48,2.647,8.338,9.905,42.808,87.768
2019-11-02 19:58:18,2.653,8.343,9.884,42.876,87.681
2019-11-02 19:58:48,2.654,8.346,9.904,42.879,87.588
2019-11-02 19:59:18,2.648,8.338,9.89,42.927,87.436
2019-11-02 19:59:48,2.644,8.352,9.908,42.825,87.496
2019-11-02 20:00:18,2.64,8.343,9.908,42.806,87.85
2019-11-02 20:00:48,2.635,8.351,9.944,42.846,87.509
2019-11-02 20:01:18,2.633,8.339,9.886,42.878,87.505
2019-11-02 20:01:48,2.633,8.337,9.961,42.785,87.54
2019-11-02 20:02:18,2.634,8.344,9.968,42.789,87.474
2019-11-02 20:02:48,2.635,8.343,9.923,42.808,87.389
2019-11-02 20:03:18,2.634,8.342,9.926,42.736,87.572
2019-11-02 20:03:48,2.632,8.343,9.883,42.812,87.379
2019-11-02 20:04:18,2.637,8.347,9.876,42.783,87.525
2019-11-02 20:04:48,2.636,8.342,9.905,42.762,87.622
2019-11-02 20:05:18,2.634,8.339,9.88,42.853,87.295
2019-11-02 20:05:48,2.63,8.35,9.868,42.735,87.385
2019-11-02 20:06:18,2.626,8.344,9.803,42.729,87.486
2019-11-02 20:06:48,2.622,8.346,9.833,42.766,87.569
2019-11-02 20:07:18,2.618,8.346,9.845,42.828,87.367
2019-11-02 20:07:48,2.617,8.343,9.826,42.788,87.558
2019-11-02 20:08:18,2.618,8.344,9.803,42.739,87.809
2019-11-02 20:08:48,2.62,8.341,9.77,42.856,87.535
2019-11-02 20:09:18,2.622,8.338,9.794,42.839,87.676
2019-11-02 20:09:48,2.623,8.347,9.832,42.826,87.64
2019-11-02 20:10:18,2.626,8.341,9.814,42.894,87.39
2019-11-02 20:10:48,2.631,8.349,9.848,42.781,87.897
2019-11-02 20:11:18,2.633,8.345,9.845,42.839,87.597
2019-11-02 20:11:48,2.63,8.342,9.889,42.921,87.322
2019-11-02 20:12:18,2.627,8.344,9.917,42.752,87.879
2019-11-02 20:12:48,2.624,8.351,9.878,42.873,87.723
2019-11-02 20:13:18,2.621,8.35,9.935,42.938,87.374
2019-11-02 20:13:48,2.62,8.345,9.932,42.772,87.906
2019-11-02 20:14:18,2.616,8.348,9.933,42.869,87.699
2019-11-02 20:14:48,2.608,8.346,9.894,42.881,87.5
2019-11-02 20:15:18,2.596,8.345,9.852,42.773,87.595
2019-11-02 20:15:48,2.603,8.339,9.884,42.887,88.131
2019-11-02 20:16:18,2.611,8.344,9.926,42.928,88.057
2019-11-02 20:16:48,2.623,8.338,9.912,42.955,87.689
2019-11-02 20:17:18,2.635,8.345,9.89,42.91,87.633
2019-11-02 20:17:48,2.647,8.343,9.887,42.929,87.09
2019-11-02 20:18:18,2.66,8.346,9.904,42.802,87.462
2019-11-02 20:18:48,2.672,8.346,9.924,42.928,87.263
2019-11-02 20:19:18,2.691,8.339,9.934,42.75,87.995
2019-11-02 20:19:48,2.706,8.346,9.912,42.88,87.369
2019-11-02 20:20:18,2.7,8.344,9.891,42.819,87.407
2019-11-02 20:20:48,2.686,8.34,9.929,42.819,87.646
2019-11-02 20:21:18,2.669,8.352,9.9,42.863,87.861
2019-11-02 20:21:48,2.653,8.342,9.861,42.895,88.019
2019-11-02 20:22:18,2.64,8.34,9.845,42.961,87.578
2019-11-02 20:22:48,2.62,8.347,9.821,43.0,87.239
2019-11-02 20:23:18,2.574,8.352,9.846,42.841,87.934
2019-11-02 20:23:48,2.559,8.34,9.849,42.961,87.88
2019-11-02 20:24:18,2.553,8.344,9.836,43.009,87.621
2019-11-02 20:24:48,2.55,8.345,9.832,42.966,87.941
2019-11-02 20:25:18,2.547,8.342,9.857,42.959,87.306
2019-11-02 20:25:48,2.546,8.347,9.877,42.864,87.545
2019-11-02 20:26:18,2.544,8.341,9.83,42.893,87.332
2019-11-02 20:26:48,2.542,8.339,9.834,42.84,87.473
2019-11-02 20:27:18,1.949,7.103,9.849,42.851,87.601
2019-11-02 20:27:48,0.923,3.947,9.855,42.896,87.25
2019-11-02 20:28:18,0.593,2.837,9.835,42.697,87.152
2019-11-02 20:28:48,0.195,1.03,9.819,42.368,88.342
2019-11-02 20:29:18,0.006,0.031,9.824,42.779,87.912
2019-11-02 20:29:48,0.002,0.011,9.808,42.603,86.465
2019-11-02 20:30:18,0.386,0.134,9.788,42.575,85.267
2019-11-02 20:30:48,0.0,0.092,9.779,42.608,85.544
2019-11-02 20:31:18,0.0,,9.777,42.653,85.479
2019-11-02 20:46:48,0.012,0.647,9.752,42.685,87.266
2019-11-02 20:47:18,0.045,2.705,9.724,42.713,87.039
2019-11-02 20:47:48,0.004,1.039,9.721,42.686,86.198
2019-11-02 20:48:18,0.0,,9.71,42.644,86.314
2019-11-02 20:48:48,0.0,,9.731,42.628,86.464
2019-11-02 20:58:48,0.082,0.401,9.803,42.646,86.08
2019-11-02 20:59:18,0.447,1.812,9.801,42.759,86.237
2019-11-02 20:59:48,0.948,3.343,9.804,42.693,86.123
2019-11-02 21:00:18,1.436,4.473,9.803,42.778,85.835
2019-11-02 21:00:48,1.744,5.052,9.816,42.751,85.467
2019-11-02 21:01:18,1.891,5.338,9.846,42.835,85.411
2019-11-02 21:01:48,1.923,5.468,9.829,42.757,85.418
2019-11-02 21:02:18,1.925,5.503,9.838,42.748,85.5
2019-11-02 21:02:48,1.889,5.492,9.862,42.748,85.561
2019-11-02 21:03:18,1.866,5.503,9.805,42.764,85.657
2019-11-02 21:03:48,1.855,5.511,9.841,42.759,85.742
2019-11-02 21:04:18,2.043,5.942,9.9,42.753,85.761
2019-11-02 21:04:48,2.143,6.167,9.895,42.748,85.779
2019-11-02 21:05:18,2.196,6.317,9.902,42.748,85.841
2019-11-02 21:05:48,2.23,6.428,9.944,42.747,85.899
2019-11-02 21:06:18,2.243,6.499,9.935,42.745,85.962
2019-11-02 21:06:48,2.339,6.685,9.898,42.759,86.058
2019-11-02 21:07:18,2.374,6.737,9.901,42.755,86.139
2019-11-02 21:07:48,2.464,7.02,9.88,42.727,86.195
2019-11-02 21:08:18,2.817,7.966,9.878,42.758,86.31
2019-11-02 21:08:48,2.954,8.347,9.889,42.795,86.389
2019-11-02 21:09:18,2.947,8.337,9.891,42.769,86.545
2019-11-02 21:09:48,2.94,8.337,9.881,42.762,86.713
2019-11-02 21:10:18,2.895,8.349,9.88,42.762,86.855
2019-11-02 21:10:48,2.792,8.35,9.857,42.742,86.917
2019-11-02 21:11:18,2.698,8.347,9.859,42.734,87.05
2019-11-02 21:11:48,2.65,8.342,9.832,42.712,87.096
2019-11-02 21:12:18,2.663,8.344,9.853,42.696,87.291
2019-11-02 21:12:48,2.671,8.347,9.863,42.714,87.332
2019-11-02 21:13:18,2.674,8.348,9.858,42.786,87.267
2019-11-02 21:13:48,2.677,8.345,9.844,42.791,87.158
2019-11-02 21:14:18,2.682,8.339,9.839,42.68,87.367
2019-11-02 21:14:48,2.687,8.343,9.826,42.776,87.38
2019-11-02 21:15:18,2.689,8.344,9.832,42.875,87.011
2019-11-02 21:15:48,2.689,8.342,9.831,42.693,87.087
2019-11-02 21:16:18,2.689,8.345,9.846,42.683,87.532
2019-11-02 21:16:48,2.691,8.341,9.873,42.859,87.339
2019-11-02 21:17:18,2.69,8.343,9.869,42.83,86.884
2019-11-02 21:17:48,2.69,8.344,9.811,42.682,87.246
2019-11-02 21:18:18,2.69,8.347,9.809,42.772,87.341
2019-11-02 21:18:48,2.691,8.344,9.77,42.807,87.245
2019-11-02 21:19:18,2.69,8.345,9.773,42.686,87.348
2019-11-02 21:19:48,2.691,8.345,9.791,42.733,87.618
2019-11-02 21:20:18,2.693,8.344,9.801,42.914,87.259
2019-11-02 21:20:48,2.695,8.347,9.768,42.758,87.098
2019-11-02 21:21:18,2.697,8.341,9.777,42.653,87.424
2019-11-02 21:21:48,2.701,8.346,9.802,42.767,87.445
2019-11-02 21:22:18,2.703,8.335,9.773,42.817,87.246
2019-11-02 21:22:48,2.708,8.344,9.763,42.625,87.392
2019-11-02 21:23:18,2.711,8.334,9.783,42.764,87.46
2019-11-02 21:23:48,2.712,8.352,9.745,42.853,87.068
2019-11-02 21:24:18,2.714,8.344,9.739,42.679,87.282
2019-11-02 21:24:48,2.719,8.35,9.76,42.652,87.676
2019-11-02 21:25:18,2.719,8.346,9.745,42.801,87.621
2019-11-02 21:25:48,2.721,8.347,9.787,42.845,87.419
2019-11-02 21:26:18,2.724,8.345,9.8,42.825,87.25
2019-11-02 21:26:48,2.725,8.341,9.802,42.671,87.576
2019-11-02 21:27:18,2.726,8.345,9.798,42.77,87.4
2019-11-02 21:27:48,2.726,8.341,9.789,42.776,87.343
2019-11-02 21:28:18,2.726,8.34,9.76,42.727,87.504
2019-11-02 21:28:48,2.727,8.342,9.758,42.837,87.48
2019-11-02 21:29:18,2.728,8.343,9.711,42.902,87.402
2019-11-02 21:29:48,2.73,8.341,9.769,42.784,87.478
2019-11-02 21:30:18,2.733,8.35,9.798,42.802,87.429
2019-11-02 21:30:48,2.735,8.343,9.821,42.788,87.485
2019-11-02 21:31:18,2.738,8.346,9.815,42.888,87.228
2019-11-02 21:31:48,2.743,8.342,9.808,42.733,87.201
2019-11-02 21:32:18,2.746,8.342,9.805,42.608,87.484
2019-11-02 21:32:48,2.75,8.339,9.801,42.723,87.598
2019-11-02 21:33:18,2.754,8.342,9.803,42.874,87.331
2019-11-02 21:33:48,2.758,8.344,9.834,42.73,87.638
2019-11-02 21:34:18,2.762,8.348,9.83,42.844,87.306
2019-11-02 21:34:48,2.764,8.344,9.776,42.772,87.284
2019-11-02 21:35:18,2.766,8.343,9.803,42.655,87.615
2019-11-02 21:35:48,2.768,8.346,9.75,42.777,87.867
2019-11-02 21:36:18,2.769,8.345,9.764,42.854,88.007
2019-11-02 21:36:48,2.771,8.346,9.76,42.926,87.568
2019-11-02 21:37:18,2.773,8.337,9.77,42.847,86.917
2019-11-02 21:37:48,2.772,8.338,9.78,42.665,86.966
2019-11-02 21:38:18,2.774,8.342,9.764,42.675,87.549
2019-11-02 21:38:48,2.773,8.346,9.749,42.796,87.736
2019-11-02 21:39:18,2.773,8.34,9.784,42.88,87.458
2019-11-02 21:39:48,2.777,8.342,9.802,42.826,87.617
2019-11-02 21:40:18,2.782,8.346,9.79,42.85,87.257
2019-11-02 21:40:48,2.787,8.345,9.776,42.737,87.062
2019-11-02 21:41:18,2.79,8.335,9.779,42.585,87.628
2019-11-02 21:41:48,2.792,8.346,9.811,42.725,87.477
2019-11-02 21:42:18,2.795,8.345,9.783,42.811,87.385
2019-11-02 21:42:48,2.801,8.339,9.787,42.694,87.434
2019-11-02 21:43:18,2.807,8.344,9.752,42.78,87.484
2019-11-02 21:43:48,2.813,8.345,9.72,42.796,87.482
2019-11-02 21:44:18,2.817,8.343,9.776,42.817,87.412
2019-11-02 21:44:48,2.824,8.344,9.822,42.64,87.772
2019-11-02 21:45:18,2.827,8.34,9.792,42.775,87.718
2019-11-02 21:45:48,2.828,8.342,9.815,42.867,87.399
2019-11-02 21:46:18,2.831,8.346,9.787,42.779,87.451
2019-11-02 21:46:48,2.834,8.338,9.744,42.76,87.495
2019-11-02 21:47:18,2.833,8.338,9.779,42.729,87.776
2019-11-02 21:47:48,2.833,8.35,9.769,42.874,87.72
2019-11-02 21:48:18,2.831,8.337,9.776,42.876,88.198
2019-11-02 21:48:48,2.832,8.337,9.76,42.919,88.078
2019-11-02 21:49:18,2.832,8.342,9.737,42.942,87.779
2019-11-02 21:49:48,2.831,8.343,9.724,42.929,87.612
2019-11-02 21:50:18,2.832,8.348,9.742,42.965,87.367
2019-11-02 21:50:48,2.835,8.336,9.733,42.798,87.635
2019-11-02 21:51:18,2.836,8.339,9.774,42.905,87.553
2019-11-02 21:51:48,2.837,8.343,9.744,42.934,87.649
2019-11-02 21:52:18,2.837,8.337,9.789,42.977,87.303
2019-11-02 21:52:48,2.842,8.342,9.725,42.772,87.361
2019-11-02 21:53:18,2.827,8.35,9.741,42.791,87.656
2019-11-02 21:53:48,2.826,8.341,9.752,42.831,87.525
2019-11-02 21:54:18,2.829,8.347,9.761,42.825,87.904
2019-11-02 21:54:48,2.834,8.341,9.743,42.855,87.795
2019-11-02 21:55:18,2.845,8.351,9.735,42.908,87.744
2019-11-02 21:55:48,2.848,8.34,9.779,42.936,87.399
2019-11-02 21:56:18,2.852,8.34,9.746,42.773,87.68
2019-11-02 21:56:48,2.861,8.339,9.773,42.854,87.728
2019-11-02 21:57:18,2.864,8.339,9.842,42.935,87.175
2019-11-02 21:57:48,2.865,8.344,9.831,42.742,87.423
2019-11-02 21:58:18,2.875,8.347,9.82,42.718,87.742
2019-11-02 21:58:48,2.885,8.342,9.811,42.794,87.67
2019-11-02 21:59:18,2.898,8.339,9.815,42.815,87.464
2019-11-02 21:59:48,2.908,8.341,9.789,42.803,87.43
2019-11-02 22:00:18,2.925,8.35,9.752,42.754,87.594
2019-11-02 22:00:48,2.942,8.337,9.759,42.802,87.594
2019-11-02 22:01:18,2.877,8.355,9.79,42.783,87.572
2019-11-02 22:01:48,2.854,8.343,9.782,42.835,87.517
2019-11-02 22:02:18,2.865,8.343,9.729,42.836,87.416
2019-11-02 22:02:48,2.893,8.337,9.674,42.842,87.474
2019-11-02 22:03:18,2.916,8.338,9.692,42.806,87.971
2019-11-02 22:03:48,2.934,8.335,9.71,42.924,87.53
2019-11-02 22:04:18,2.934,8.343,9.687,42.763,87.697
2019-11-02 22:04:48,2.939,8.341,9.683,42.844,87.392
2019-11-02 22:05:18,2.941,8.348,9.728,42.754,88.404
2019-11-02 22:05:48,2.951,8.342,9.809,42.914,87.735
2019-11-02 22:06:18,2.939,8.344,9.734,42.924,88.05
2019-11-02 22:06:48,2.937,8.342,9.765,42.981,88.0
2019-11-02 22:07:18,2.941,8.344,9.752,42.997,87.829
2019-11-02 22:07:48,2.94,8.345,9.76,43.026,87.005
2019-11-02 22:08:18,2.942,8.337,9.752,42.773,87.433
2019-11-02 22:08:48,2.936,8.335,9.753,42.777,87.945
2019-11-02 22:09:18,2.928,8.34,9.719,42.853,87.862
2019-11-02 22:09:48,2.931,8.349,9.742,42.838,88.14
2019-11-02 22:10:18,2.924,8.343,9.721,42.9,87.959
2019-11-02 22:10:48,2.917,8.342,9.695,42.958,87.153
2019-11-02 22:11:18,2.921,8.343,9.741,42.726,87.706
2019-11-02 22:11:48,2.921,8.341,9.749,42.831,88.718
2019-11-02 22:12:18,2.917,8.342,9.759,42.946,88.711
2019-11-02 22:12:48,2.923,8.339,9.767,42.999,87.61
2019-11-02 22:13:18,2.928,8.354,9.718,42.88,88.543
2019-11-02 22:13:48,2.935,8.341,9.739,42.993,87.495
2019-11-02 22:14:18,2.939,8.344,9.745,42.829,87.301
2019-11-02 22:14:48,2.944,8.343,9.761,42.743,87.438
2019-11-02 22:15:18,2.954,8.344,9.755,42.732,88.297
2019-11-02 22:15:48,2.969,8.346,9.76,42.863,87.769
2019-11-02 22:16:18,2.97,8.345,9.771,42.885,87.593
2019-11-02 22:16:48,2.978,8.348,9.745,42.782,88.247
2019-11-02 22:17:18,2.977,8.342,9.736,42.904,87.654
2019-11-02 22:17:48,2.975,8.339,9.753,42.947,87.353
2019-11-02 22:18:18,2.976,8.344,9.755,42.774,87.583
2019-11-02 22:18:48,2.971,8.342,9.757,42.772,87.937
2019-11-02 22:19:18,2.962,8.345,9.771,42.838,88.294
2019-11-02 22:19:48,2.96,8.346,9.734,42.954,88.03
2019-11-02 22:20:18,2.959,8.348,9.705,42.976,88.351
2019-11-02 22:20:48,2.972,8.343,9.732,42.993,87.98
2019-11-02 22:21:18,2.998,8.343,9.712,42.957,87.333
2019-11-02 22:21:48,3.003,8.345,9.692,42.835,87.449
2019-11-02 22:22:18,3.003,8.336,9.687,42.778,87.852
2019-11-02 22:22:48,3.005,8.344,9.682,42.844,87.887
2019-11-02 22:23:18,3.015,8.348,9.71,42.806,88.275
2019-11-02 22:23:48,3.02,8.345,9.753,42.893,87.752
2019-11-02 22:24:18,3.015,8.344,9.772,42.878,87.651
2019-11-02 22:24:48,3.002,8.343,9.743,42.894,88.053
2019-11-02 22:25:18,2.983,8.343,9.691,42.925,87.152
2019-11-02 22:25:48,2.963,8.349,9.681,42.798,87.117
2019-11-02 22:26:18,2.947,8.342,9.653,42.68,87.518
2019-11-02 22:26:48,2.939,8.344,9.676,42.756,87.698
2019-11-02 22:27:18,2.922,8.342,9.632,42.759,88.049
2019-11-02 22:27:48,2.887,8.344,9.666,42.847,88.144
2019-11-02 22:28:18,2.871,8.345,9.676,42.893,87.86
2019-11-02 22:28:48,2.869,8.344,9.625,42.917,87.48
2019-11-02 22:29:18,2.868,8.344,9.66,42.826,87.824
2019-11-02 22:29:48,2.865,8.335,9.709,42.843,87.547
2019-11-02 22:30:18,2.864,8.37,9.753,42.773,88.059
2019-11-02 22:30:48,1.621,5.505,9.73,42.813,88.365
2019-11-02 22:31:18,1.156,4.362,9.738,42.891,87.324
2019-11-02 22:31:48,1.15,4.374,9.728,42.697,88.272
2019-11-02 22:32:18,1.147,4.364,9.76,42.797,87.559
2019-11-02 22:32:48,1.187,4.354,9.729,42.712,88.85
2019-11-02 22:33:18,1.284,4.353,9.686,42.79,88.051
2019-11-02 22:33:48,1.317,4.448,9.704,42.932,87.331
2019-11-02 22:34:18,1.681,5.481,9.761,42.746,87.273
2019-11-02 22:34:48,2.107,6.549,9.764,42.731,87.634
2019-11-02 22:35:18,2.281,6.965,9.763,42.832,87.182
2019-11-02 22:35:48,2.597,7.749,9.713,42.765,87.697
2019-11-02 22:36:18,2.806,8.34,9.722,42.866,88.036
2019-11-02 22:36:48,2.849,8.342,9.787,42.945,88.384
2019-11-02 22:37:18,2.868,8.34,9.806,43.0,88.548
2019-11-02 22:37:48,2.901,8.338,9.812,43.046,88.418
2019-11-02 22:38:18,2.932,8.343,9.796,43.065,87.394
2019-11-02 22:38:48,2.946,8.345,9.742,42.849,87.789
2019-11-02 22:39:18,2.944,8.344,9.753,42.859,87.449
2019-11-02 22:39:48,2.945,8.341,9.748,42.827,87.733
2019-11-02 22:40:18,2.947,8.345,9.772,42.885,87.261
2019-11-02 22:40:48,2.949,8.345,9.777,42.742,87.332
2019-11-02 22:41:18,2.95,8.347,9.813,42.767,87.281
2019-11-02 22:41:48,2.95,8.34,9.808,42.665,87.992
2019-11-02 22:42:18,2.95,8.346,9.795,42.823,88.306
2019-11-02 22:42:48,2.949,8.343,9.782,42.919,87.945
2019-11-02 22:43:18,2.948,8.342,9.738,42.941,87.592
2019-11-02 22:43:48,2.948,8.34,9.769,42.945,87.235
2019-11-02 22:44:18,2.952,8.34,9.729,42.826,87.486
2019-11-02 22:44:48,2.954,8.351,9.714,42.761,87.853
2019-11-02 22:45:18,2.956,8.346,9.709,42.916,87.684
2019-11-02 22:45:48,2.958,8.347,9.719,42.872,87.828
2019-11-02 22:46:18,2.961,8.347,9.733,42.89,87.897
2019-11-02 22:46:48,2.965,8.333,9.745,42.958,87.802
2019-11-02 22:47:18,2.966,8.343,9.772,42.832,87.844
2019-11-02 22:47:48,2.964,8.34,9.793,42.962,87.304
2019-11-02 22:48:18,2.957,8.34,9.782,42.857,87.43
2019-11-02 22:48:48,2.95,8.346,9.764,42.735,88.092
2019-11-02 22:49:18,2.944,8.345,9.673,42.847,87.542
2019-11-02 22:49:48,2.939,8.342,9.68,42.816,87.314
2019-11-02 22:50:18,2.932,8.341,9.654,42.688,87.564
2019-11-02 22:50:48,2.925,8.34,9.605,42.667,87.81
2019-11-02 22:51:18,2.925,8.341,9.579,42.857,87.254
2019-11-02 22:51:48,2.931,8.342,9.556,42.671,87.381
2019-11-02 22:52:18,2.936,8.335,9.549,42.709,87.873
2019-11-02 22:52:48,2.943,8.341,9.591,42.826,87.413
2019-11-02 22:53:18,2.95,8.343,9.595,42.75,87.547
2019-11-02 22:53:48,2.956,8.342,9.583,42.813,87.597
2019-11-02 22:54:18,2.964,8.345,9.544,42.946,87.285
2019-11-02 22:54:48,2.972,8.344,9.598,42.805,87.506
2019-11-02 22:55:18,2.974,8.346,9.615,42.806,87.938
2019-11-02 22:55:48,2.978,8.34,9.573,42.868,87.503
2019-11-02 22:56:18,2.982,8.342,9.535,42.813,87.712
2019-11-02 22:56:48,2.99,8.348,9.549,42.832,87.637
2019-11-02 22:57:18,2.996,8.339,9.488,42.858,87.232
2019-11-02 22:57:48,2.997,8.347,9.531,42.792,87.206
2019-11-02 22:58:18,3.0,8.344,9.602,42.702,87.523
2019-11-02 22:58:48,3.002,8.347,9.555,42.696,87.464
2019-11-02 22:59:18,3.001,8.341,9.555,42.79,87.537
2019-11-02 22:59:48,2.999,8.343,9.523,42.794,87.417
2019-11-02 23:00:18,3.0,8.348,9.566,42.714,87.874
2019-11-02 23:00:48,2.998,8.343,9.555,42.778,87.549
2019-11-02 23:01:18,2.996,8.345,9.526,42.871,87.291
2019-11-02 23:01:48,2.995,8.343,9.547,42.626,87.664
2019-11-02 23:02:18,2.993,8.344,9.576,42.764,87.641
2019-11-02 23:02:48,2.996,8.344,9.578,42.666,87.859
2019-11-02 23:03:18,2.99,8.348,9.596,42.904,87.164
2019-11-02 23:03:48,2.983,8.342,9.601,42.793,87.19
2019-11-02 23:04:18,2.98,8.343,9.566,42.668,87.672
2019-11-02 23:04:48,2.977,8.341,9.599,42.846,87.27
2019-11-02 23:05:18,2.971,8.343,9.597,42.759,87.487
2019-11-02 23:05:48,2.967,8.345,9.6,42.76,87.391
2019-11-02 23:06:18,2.962,8.342,9.654,42.889,87.355
2019-11-02 23:06:48,2.957,8.344,9.589,42.643,87.572
2019-11-02 23:07:18,2.954,8.342,9.585,42.715,87.89
2019-11-02 23:07:48,2.956,8.339,9.621,42.818,87.482
2019-11-02 23:08:18,2.958,8.346,9.67,42.702,87.606
2019-11-02 23:08:48,2.96,8.342,9.639,42.768,88.006
2019-11-02 23:09:18,2.961,8.344,9.62,42.794,87.62
2019-11-02 23:09:48,2.962,8.345,9.617,42.796,87.338
2019-11-02 23:10:18,2.963,8.346,9.645,42.722,87.984
2019-11-02 23:10:48,2.966,8.346,9.669,42.89,87.29
2019-11-02 23:11:18,2.969,8.344,9.673,42.692,87.943
2019-11-02 23:11:48,2.969,8.348,9.716,42.871,87.414
2019-11-02 23:12:18,2.967,8.346,9.743,42.88,87.545
2019-11-02 23:12:48,2.964,8.342,9.683,42.756,87.713
2019-11-02 23:13:18,2.963,8.34,9.729,42.937,87.29
2019-11-02 23:13:48,2.961,8.336,9.733,42.732,87.841
2019-11-02 23:14:18,2.961,8.342,9.787,42.849,87.388
2019-11-02 23:14:48,2.959,8.344,9.765,42.77,87.709
2019-11-02 23:15:18,2.957,8.342,9.773,42.918,87.422
2019-11-02 23:15:48,2.954,8.343,9.709,42.87,87.766
2019-11-02 23:16:18,2.949,8.344,9.761,42.88,87.22
2019-11-02 23:16:48,2.949,8.343,9.809,42.814,87.362
2019-11-02 23:17:18,2.955,8.333,9.724,42.749,87.554
2019-11-02 23:17:48,2.956,8.342,9.74,42.71,87.944
2019-11-02 23:18:18,2.959,8.35,9.695,42.82,87.583
2019-11-02 23:18:48,2.964,8.344,9.732,42.817,87.933
2019-11-02 23:19:18,2.966,8.348,9.698,42.859,87.203
2019-11-02 23:19:48,2.966,8.347,9.685,42.732,87.09
2019-11-02 23:20:18,2.97,8.345,9.676,42.633,88.443
2019-11-02 23:20:48,2.971,8.34,9.716,42.83,88.053
2019-11-02 23:21:18,2.971,8.34,9.772,43.015,87.503
2019-11-02 23:21:48,2.97,8.339,9.72,42.797,87.779
2019-11-02 23:22:18,2.971,8.344,9.674,42.754,87.674
2019-11-02 23:22:48,2.964,8.348,9.684,42.832,87.559
2019-11-02 23:23:18,2.964,8.339,9.681,42.784,87.728
2019-11-02 23:23:48,2.964,8.34,9.674,42.83,87.796
2019-11-02 23:24:18,2.964,8.346,9.673,42.893,87.528
2019-11-02 23:24:48,2.964,8.346,9.705,42.703,87.784
2019-11-02 23:25:18,2.965,8.343,9.694,42.872,87.93
2019-11-02 23:25:48,2.965,8.344,9.709,42.821,87.47
2019-11-02 23:26:18,2.964,8.344,9.748,42.831,87.513
2019-11-02 23:26:48,2.962,8.34,9.71,42.842,87.855
2019-11-02 23:27:18,2.961,8.341,9.714,42.88,87.501
2019-11-02 23:27:48,2.963,8.347,9.651,42.824,87.698
